sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching
751493:1,If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,,,,,FALSE
751493:2,"Great bagels, spreads and a good place to hang out in.",,"bagels, spreads",Great,Positive,FALSE
751493:2,"Great bagels, spreads and a good place to hang out in.",,place,good,Positive,FALSE
754495:0,You fellas above says its the best Taiwanese restaurant in town.,,,best,Positive,FALSE
754495:1,However it is the ONLY Taiwanese restaurant in town.,,restaurant,the ONLY Taiwanese,Positive,FALSE
754495:2,The food is okay and the prices here are mediocre.,,The food,okay,Positive,TRUE
754495:2,The food is okay and the prices here are mediocre.,,the prices,mediocre.,Positive,FALSE
754495:3,You can't say its cheap because food is cheaper in Chinatown.,,food,cheaper,Positive,FALSE
754495:3,You can't say its cheap because food is cheaper in Chinatown.,,its,cheap,Positive,FALSE
754495:4,"They're are better Taiwanese restaurants and they are located in Flushing, Queens.",,,better Taiwanese restaurants,Positive,FALSE
757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,,food,solid,Positive,TRUE
757762:0,Baluchi's has solid food and a nice decor at reasonable prices.,,decor,nice,Positive,TRUE
757762:1,The only problem is that the manager is a complete incompetent.,,the manager,a complete incompetent.,Negative,TRUE
757762:2,He offers subpar service and has no personality.,,service,offers,Positive,TRUE
757762:3,"In fact, it appears he is going to go postal at any moment.",,,,,FALSE
757762:4,Skip this location and go to the one in Soho.,,this location,Skip,Positive,FALSE
757762:5,There is no excuse for such lousy service!,,excuse,There is no,Negative,FALSE
757762:5,There is no excuse for such lousy service!,,lousy service!,There is no,Negative,TRUE
758263:0,I have never before eaten 40 pieces of relatively good nigiri.,,,,,FALSE
758263:1,Stuffing yourself with Japanese food is a rare thing.,,,rare,Negative,FALSE
758263:2,You can do it here.,,,,,FALSE
758263:3,$20 for all you can eat sushi cannot be beaten.,,,,,FALSE
759781:0,"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",,,,,FALSE
759781:1,"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",,The restaurant,"at first,",Negative,FALSE
759781:2,"Most of the servers are very attentive, friendly and quite attractive.",,Most of the servers,"very attentive, friendly",Positive,TRUE
759781:2,"Most of the servers are very attentive, friendly and quite attractive.",,Most of the servers,quite attractive.,Positive,TRUE
759781:3,"The atmosphere was mostly of an older crowd, but there were a few groups of mid 20's/30 year olds also.",,,there were,Negative,FALSE
759781:3,"The atmosphere was mostly of an older crowd, but there were a few groups of mid 20's/30 year olds also.",,The atmosphere,"an older crowd,",Negative,FALSE
759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",,the food,excellent!,Positive,TRUE
759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",,"cozy, service",great,Positive,TRUE
759781:4,"The vibe is very relaxed and cozy, service was great and the food was excellent!",,The vibe,very relaxed,Positive,TRUE
759781:5,Me and my girls will definitely go back.,Me,my girls,definitely go back.,Positive,FALSE
773720:0,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,,the view of the new york city skiline,terrific,Positive,TRUE
773720:0,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,,Food,good,Positive,TRUE
773720:1,I would highly recommand requesting a table by the window.,,,,,FALSE
773720:2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,,the service,good,Positive,TRUE
773720:2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,,,very relaxing,Positive,FALSE
773720:2,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.,,place,to eat.,Positive,TRUE
872763:0,"I've eaten at Pizza Gruppo a few times, but more often I order delivery.",,,,,FALSE
872763:1,The food is great.,,The food,great.,Positive,TRUE
872763:2,Personal pans are the perfect size for those hungry nights.,,,,,FALSE
872763:3,I heartily recommend.,I,,recommend.,Positive,FALSE
872763:4,There is a downside if you're ordering in -- the delivery guys have MAJOR attitude.,,a downside,There is,Positive,FALSE
872763:5,Never have I had such dramatic delivery guys (a lot of huffing and panting and muttering under breath b/c I live in a walkup) who always seem disappointed with their tips.,,,,,FALSE
872763:6,"Hey, I think $2+ for a 5 block walk ain't bad.",,,,,FALSE
875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",,place,character,Positive,TRUE
875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",,location,nice,Positive,TRUE
875139:0,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",,location,"fortunate,",Positive,TRUE
875139:1,The pizza was pretty good and huge.,,The pizza,pretty good,Positive,TRUE
875139:1,The pizza was pretty good and huge.,,The pizza,huge.,Positive,TRUE
875139:2,The price very reasonable.,,The price,very reasonable.,Positive,FALSE
875139:3,We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,,,,,FALSE
875139:4,We got most of it back at home with us.,,,,,FALSE
875139:5,I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,,all,fine,Positive,FALSE
875139:5,I would say that all was fine and tasty but the heaviness on my stomach someting that i can't not mention or undermine.,,all,tasty,Positive,FALSE
875139:6,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards cause was stuffed...lol",,The pasta penne,"pretty extra buttery, creamy",Negative,TRUE
929329:0,"No, really.",,,,,FALSE
929329:1,I have eaten a lot of pizza here.,,,,,FALSE
929329:2,"La Rosa waltzes in, and I think they are doing it the best.",,,,,FALSE
929329:3,"Interesting selection, good wines, service fine, fun decor.",,,Interesting,Positive,FALSE
929329:3,"Interesting selection, good wines, service fine, fun decor.",,,fun decor.,Positive,FALSE
929329:3,"Interesting selection, good wines, service fine, fun decor.",,service,good,Positive,TRUE
935633:0,I have been twice to this restaurant.,I,,twice to this restaurant.,Positive,FALSE
935633:1,I love it.,,,,,FALSE
935633:2,I plan on stopping by next week as well.,,,,,FALSE
935633:3,"I found it on a cold night, the perfect spot to warm up.",,spot to warm up.,perfect,Positive,TRUE
935633:4,I recieved prompt service with a smile.,,service,prompt,Positive,TRUE
935633:4,I recieved prompt service with a smile.,,service,smile.,Positive,TRUE
935633:4,I recieved prompt service with a smile.,,service,recieved,Positive,TRUE
935633:5,"To me it exemplifies Soho, cute, artsy, interesting.",,,,,FALSE
935633:6,Definately check it out!!!,,it,out!!!,Positive,FALSE
955711:0,This place blew me away...by far my new favorite restaurant on the uppereast side.,,,,,FALSE
955711:1,The wine list is extensive and impressive.,,The wine list,extensive,Positive,TRUE
955711:1,The wine list is extensive and impressive.,,The wine list,impressive.,Positive,TRUE
955711:2,LOVE the atmosphere - felt like I was in Paris.,,,,,FALSE
955711:3,The mussels were fantastic and so was the dessert...definitely going to be back very soon.,,The mussels,fantastic,Positive,TRUE
955711:3,The mussels were fantastic and so was the dessert...definitely going to be back very soon.,,the dessert...definitely,to be,Positive,TRUE
957145:0,I just read Mocaramel's review and felt compelled to respond.,,,,,FALSE
957145:1,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,,staff,great,Positive,TRUE
957145:2,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",,,,,FALSE
957145:3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",,Dining,fantastic,Positive,TRUE
957145:3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",,"Thin Crust Pizzas,",fantastic,Positive,TRUE
957145:3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",,,amazed,Positive,FALSE
957145:3,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",,"Thin Crust Pizzas,",Best,Positive,TRUE
957145:4,I lOVE THIS PLACE!,,,,,FALSE
957145:5,Keep up the good work guys!,,,,,FALSE
958809:0,My girlfiends and I ate at O.G. again last night.,,,,,FALSE
958809:1,I have to say I have never had a disapointing meal here.,,,never had,Negative,FALSE
958809:2,We could have made a meal of the yummy dumplings from the dumpling menu.,,,,,FALSE
958809:3,"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",we,room,saved,Positive,FALSE
958809:4,We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,,,tipsy,Negative,FALSE
958809:4,We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,,girlfriends,all about?,Positive,FALSE
ADLT#8:0,Love Al Di La,,,,,FALSE
ADLT#8:1,I recommend this place to everyone.,I,this place,recommend,Positive,TRUE
ADLT#8:2,Great food.,,,,,FALSE
ADLT#2:0,One of my favorite places in Brooklyn.,,,,,FALSE
ADLT#2:1,"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",,,fantastic,Positive,FALSE
ADLT#2:1,"The pastas are incredible, the risottos (particularly the sepia) are fantastic and the braised rabbit is amazing.",,the braised rabbit,amazing.,Positive,TRUE
BFC#4:0,Overpriced and not tasty,,,not tasty,Negative,FALSE
BFC#4:0,Overpriced and not tasty,,,Overpriced,Negative,FALSE
BFC#4:1,The food here was mediocre at best.,,The food,at best.,Positive,TRUE
BFC#4:2,It was totally overpriced- fish and chips was about $15....,,fish,overpriced-,Positive,TRUE
BFC#4:3,There are so many other great places to go to eat and drink..... this place is not worth it...,,places,great,Positive,FALSE
